    3.26823068   5.96482926   4.63567711   117.0008914   68.62543485   157.0446421   -273.1275116
    3.33676719   3.96840364   9.74030554   78.16338361   172.5711214   169.1949027   -273.1332016
    4.72177686   5.76337599   3.47926543   113.8089529   50.18487369   100.5536098   -273.1257948
    3.41219760   4.23895904   9.82945767   68.53664282   127.9237691   107.9809125   -273.1303858
    3.80407947   4.97978651   6.53789738   70.55456916   46.47677083   89.31123500   -273.1506977
    3.34861646   4.76302714   3.79566969   126.7414290   54.04865248   138.2727639   -273.1068904
    3.63984475   3.72388786   8.73732105   47.87629940   22.94710917   4.06796641   -273.1699601
    3.63097093   3.82413003   14.91670461   34.17017941   57.15910836   44.48702087   -273.1538669
    3.38353253   3.74583717   8.57988773   25.44159467   87.18126480   126.9839577   -273.1440829
    3.47897944   3.80153690   8.87188896   102.8724233   149.2946587   27.74432203   -273.1496657
    3.59776678   4.81696744   8.38725746   23.22451304   20.18469561   133.2991075   -273.1570748
    3.72136174   3.82986087   15.80002618   142.5161501   24.06038531   88.25784397   -273.1526574
    3.43287844   3.83226960   10.14109947   64.14031837   32.36796160   9.66414242   -273.1503090
    3.85661323   5.43794876   3.97122430   78.27181711   66.88523899   164.8100764   -273.0753391
    3.70046235   3.89941792   15.41455470   125.0507981   82.03413753   23.21947431   -273.1517814
    3.43876399   3.46498740   6.80378620   116.0447516   149.8917973   113.5224387   -273.1480445
    3.87176722   3.97775483   10.82949280   57.08428002   99.01841656   175.3012532   -273.1491513
    3.41466070   4.19184902   5.92993889   108.6650393   79.56499334   113.1817761   -273.1499921
    3.86349745   4.18844974   9.94542667   151.4361697   116.4684082   76.63385557   -273.1486336
    3.14182004   4.12176873   8.03375142   24.71727920   40.51555595   133.2855381   -273.1245069
    3.40585129   3.73727555   5.54058394   36.06352583   78.67754225   152.1383709   -273.1236828
    3.93761936   3.97113492   7.07321235   103.2404215   102.2113703   142.9042802   -273.1566155
    3.49516524   3.73947147   9.30099819   146.0027632   37.63874968   22.46192696   -273.1421337
    3.56494711   3.56906798   14.05441156   55.75604268   69.45965244   172.9521932   -273.1512885
    3.65898939   3.75886527   17.03339431   70.56837509   98.72365752   128.0630993   -273.1544946
    3.71092462   6.16174268   3.51862820   117.4820014   64.13951855   167.6649459   -273.1266631
    3.67294579   4.00922051   11.13279989   71.26337208   71.41498486   23.26479124   -273.1491918
    3.30604392   3.67789841   3.47940238   129.0725186   59.37766021   127.5818968   -272.9633946
    3.50271672   4.05752117   5.41656759   133.5352480   46.43800110   140.2446160   -273.1728799
    3.98388252   4.38310917   7.00643440   154.6153218   132.4936231   23.25509774   -273.1726538
    3.59264663   4.72456515   6.45855538   133.3254589   136.2835716   81.50666952   -273.1411325
    3.40735091   4.45620291   7.13595532   156.3882898   120.8700716   20.26460917   -273.1434040
    3.48981294   4.76738857   5.22744899   93.25691823   62.60662646   148.6151474   -273.1672330
    4.30253539   4.85300299   4.88987288   118.5046481   86.41330462   127.9272703   -273.1590004
    3.73508877   4.36927156   6.04448620   130.4431080   144.3439658   95.58740865   -273.1543792
    3.64507338   3.96276633   9.49693209   139.2750019   94.69349059   81.15592229   -273.1543285
    3.94852652   4.39857279   5.78323127   73.78247596   32.20362094   111.9703258   -273.1373740
    3.52168838   3.94792499   11.22652352   142.7397724   101.7238987   154.2012684   -273.1508632
    3.87452927   3.98301285   10.48343674   8.93127248   52.93589293   99.71596555   -273.1527944
    3.84085374   3.93291043   12.42775324   60.75201633   73.22841947   114.5613955   -273.1512231
    3.37385481   4.32355240   6.46044344   60.14185052   67.24751592   65.49512058   -273.1339674
    3.31063021   5.07327766   5.53477658   120.1603617   62.59653082   142.6374366   -273.1363482
    3.60093373   3.92618727   16.13828776   65.92525863   79.50865817   26.41608947   -273.1504273
    3.22051603   3.78239406   6.18289323   130.2571952   100.6825922   154.3614030   -273.1446385
    3.75144834   3.76539913   8.10235330   53.42874819   104.7606461   135.1832627   -273.1515681
    3.61241500   3.90727116   8.02227329   86.85017681   139.8549197   143.8268413   -273.1485105
    3.67366542   3.75355087   11.36013410   172.6779260   130.5339779   38.24802715   -273.1591694
    3.60176850   3.94274931   18.04160260   115.7341004   171.0180952   137.5536039   -273.1502733
    3.70287029   3.75212751   4.94218337   99.78569912   56.32469013   126.2693844   -273.1949446
    3.19033401   4.54071375   5.66648208   129.8932654   37.94520816   162.7624561   -273.1196569
    3.75007420   3.83430051   15.94150198   121.3871510   107.7449126   112.0157935   -273.1540708
    3.26680506   3.94925927   7.67174368   158.5761780   74.69719874   153.3008502   -273.1388641
    3.63415783   3.73397948   12.58601703   55.84527922   112.1766671   37.38985966   -273.1545392
